run,episode_id,step,pre_goal_distance_m,post_goal_distance_m,retry_count,final_parse_error,attempts_json,logged_v2_verdict,v2_reason,v2_blockers_json,relation_required,relation_satisfied,relation_missing_json,relation_unresolved,route_index,route_total,current_action,missing_evidence_json,route_complete,terminal_confirmed,goal_complete,target_direction,local_surface_depth_m,distance_satisfied,route_maturity_satisfied,instance_key,instance_streak,instance_reason,stop_outcome,terminal_recheck_hold,terminal_recheck_used,recheck_original_distance_m,action_code,candidate_id,command_distance_m,command_angle_rad,actual_displacement_m,prior_override,prior_gap,source_nav,evidence_line,command_line
instruction_two_stage_ep10_20260908_205014,513,2,6.092674255371094,4.735865116119385,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 631}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:two white sofas,entrance to the dining room.","[""terminal_relation_evidence_missing:two white sofas,entrance to the dining room""]",True,False,"[""two white sofas"", ""entrance to the dining room""]",False,0,1,Go into the living area with the fireplace,"[""enter_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.0,0.8377575874328613,1.9999995217110356,True,0.12718073648665698,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4765,4785
instruction_two_stage_ep10_20260908_205014,513,3,4.735865116119385,4.231027603149414,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 529}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],True,True,[],False,0,1,Go into the living area with the fireplace,"[""room_observations_not_comparable""]",False,False,False,2,5.308038592338562,False,True,513:terminal-instance:1,1,new_spatial_track,,,,,4,2,2.0,0.7330379486083984,2.0000000332735364,True,0.07127090301248828,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4822,4844
instruction_two_stage_ep10_20260908_205014,513,4,4.231027603149414,3.880890130996704,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 534}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],True,True,[],False,1,1,,[],True,False,False,3,4.891080260276794,False,True,513:terminal-instance:2,1,new_spatial_track,reject,False,0,,4,2,1.75,0.6806783676147461,1.7500000830868379,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4881,4919
instruction_two_stage_ep10_20260908_205014,513,5,3.880890130996704,4.604579925537109,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 547}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],True,True,[],False,1,1,,[],True,False,False,3,4.39210057258606,False,True,513:terminal-instance:2,2,matched_terminal_track,reject,False,0,,4,0,1.75,5.864306449890137,1.75000025114441,True,0.034214639225558896,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4956,4995
instruction_two_stage_ep10_20260908_205014,513,6,4.604579925537109,4.354680061340332,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2767, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 767}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],True,True,[],False,1,1,,[],True,False,False,1,1.2823216617107391,True,True,513:terminal-instance:3,1,new_spatial_track,reject,True,1,1.75,4,5,0.25,2.1991147994995117,0.24999998736984677,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5032,5073
instruction_two_stage_ep10_20260908_205014,513,7,4.354680061340332,4.230220317840576,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 649}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],True,True,[],False,1,1,,[],True,False,False,2,7.48723030090332,False,True,513:terminal-instance:4,1,new_spatial_track,reject,False,1,,4,2,2.0,1.0471973419189453,1.9999997741320976,True,0.12619685867879638,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5110,5149
instruction_two_stage_ep10_20260908_205014,513,8,4.230220317840576,3.8428869247436523,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 648}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],True,True,[],False,1,1,,[],True,False,False,7,2.3048707842826843,True,True,513:terminal-instance:5,1,new_spatial_track,reject,True,2,2.0,4,7,0.25,3.1415927410125732,0.24999995815016623,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5186,5226
instruction_two_stage_ep10_20260908_205014,513,9,3.8428869247436523,4.994235038757324,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 526}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.90.,[],True,True,[],False,1,1,,[],True,False,False,3,4.117856919765472,False,True,513:terminal-instance:5,2,matched_terminal_track,reject,False,2,,4,0,2.25,6.0737457275390625,2.249999982496882,True,0.05818512786381752,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5263,5303
instruction_two_stage_ep10_20260908_205014,513,10,4.994235038757324,3.9077072143554688,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 659}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],True,True,[],False,1,1,,[],True,False,False,6,9.031267166137695,False,True,513:terminal-instance:6,1,new_spatial_track,reject,False,2,,4,7,2.0,3.1415927410125732,2.000000036381436,True,0.04868304922705419,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5340,5379
instruction_two_stage_ep10_20260908_205014,11,1,,8.823760986328125,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 525}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,0,1,Walk across the floor,"[""predicate_not_satisfied""]",False,False,False,5,2.7410441637039185,True,False,,0,insufficient_instance_geometry,,,,,4,2,2.25,0.5759587287902832,2.2499961067335756,True,0.056076580872769205,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5425,5445
instruction_two_stage_ep10_20260908_205014,11,2,8.823760986328125,8.740385055541992,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 559}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,,,False,False,,0,insufficient_instance_geometry,reject,False,0,,4,8,2.25,3.9269907474517822,2.2412354119467763,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5483,5521
instruction_two_stage_ep10_20260908_205014,11,3,8.740385055541992,8.490775108337402,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 469}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:archway.","[""generic_final_terms:archway""]",False,True,[],False,1,1,,[],True,False,False,1,2.7140846848487854,True,False,11:terminal-instance:1,1,new_spatial_track,reject,True,1,2.0,4,9,0.25,4.450589656829834,0.24999997417944408,True,0.02037520832818762,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5558,5601
instruction_two_stage_ep10_20260908_205014,11,4,8.490775108337402,6.58225679397583,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 500}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,1,1.5985159873962405,True,False,,0,insufficient_instance_geometry,reject,False,1,,4,0,2.0,6.0737457275390625,2.0000016433762156,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5638,5676
instruction_two_stage_ep10_20260908_205014,11,5,6.58225679397583,4.3855977058410645,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 418}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,1,2.9653337001800537,True,True,,0,insufficient_instance_geometry,,,,,4,1,2.25,0.5235986709594727,2.2499981717362414,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5713,5732
instruction_two_stage_ep10_20260908_205014,11,6,4.3855977058410645,2.2806613445281982,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 542}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,2.25,5.759586811065674,2.2499966725129474,True,0.09730179419523433,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5770,5790
instruction_two_stage_ep10_20260908_205014,11,7,2.2806613445281982,0.2911373972892761,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2768, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 601}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,,,False,True,,0,insufficient_instance_geometry,reject,False,1,,4,1,2.0,0.4712386131286621,1.999999168303302,True,0.046819359985913106,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5828,5868
instruction_two_stage_ep10_20260908_205014,11,8,0.2911373972892761,1.519003987312317,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 534}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,5,2.0252462923526764,True,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,5.9690260887146,1.749999515608862,True,0.08045434778988642,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5905,5925
instruction_two_stage_ep10_20260908_205014,11,9,1.519003987312317,3.691281795501709,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 434}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,1,2.726212739944458,True,True,,0,insufficient_instance_geometry,,,,,4,0,2.25,5.759586811065674,2.2500004590744913,True,0.11227407518699623,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,5962,5982
instruction_two_stage_ep10_20260908_205014,11,10,3.691281795501709,2.246851921081543,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 545}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,1,1,,[],True,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,6,2.5,2.670353412628174,2.5000004295817098,True,0.10273575937950336,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,6019,6040
